AQC00914000        6380R
USC00315830        1273S
USC00315838        1210S
USC00315890        1037S
USC00315913         989S
USC00315923        1858R
USC00315996        1090R
USC00316001        1617R
USC00316091        1064R
USC00316236        1169S
USC00316256        1170S
USC00316341        1450R
USC00316349        1171R
USC00316422        1138Q
USC00316507        1016R
USC00316510         976R
USC00316602        1081S
USC00316676        1103Q
USC00316686         841Q
USC00316805        1597S
USC00316853        1053S
USC00317056        1039R
USC00317074        1069S
USC00317079        1047R
USC00317097        1032S
USC00317165         990R
USC00317170        1104Q
USC00317202        1059S
USC00317229        1089S
USC00317319        1003S
USC00317346        1701Q
USC00317395         995S
USC00317400         989R
USC00317486        1984S
USC00317499        1075R
USC00317516        1084R
USC00317548        1051Q
USC00317615         989R
USC00317618        1029S
USC00317656        1035S
USC00317725        1016R
USC00317813        1108Q
USC00317845        1181R
USC00317924        1073S
USC00317994         988S
USC00318113        1170R
USC00318292        1042S
USC00318380        1149Q
USC00318448        1226R
USC00318450        1100Q
USC00318492        1484S
USC00318500         996S
USC00318519        1294Q
USC00318694        1192S
USC00318706        1097C
USC00318744        1520C
USC00318778        1100R
USC00318964        1074S
USC00319026        1107Q
USC00319100        1043S
USC00319123        1145C
USC00319147        1288S
USC00319354        1116R
USC00319357        1009S
USC00319406        1114R
USC00319423        1076S
USC00319427        1015R
USC00319440        1021S
USC00319461        1289Q
USC00319467        1157S
USC00319476        1019S
USC00319555        1195S
USC00319675        1043C
USC00319704        1014R
USC00319923        1044R
USC00320005         180R
USC00320022         141S
USC00320096         115R
USC00320127         114R
USC00320189          79R
USC00320209         106R
USC00320382         110S
USC00320590         129R
USC00320626         145Q
USC00320729         173R
USC00320766         121R
USC00320817         146Q
USC00320827         167R
USC00320941         155S
USC00320961         116R
USC00320995         148S
USC00321225         124R
USC00321288         142Q
USC00321360         180R
USC00321362         149R
USC00321370         151R
USC00321408         175R
USC00321435         116C
USC00321456         149Q
USC00321477         148S
USC00321500         167Q
USC00321686         143R
USC00321699         148R
USC00321766         169R
USC00321816         132R
USC00321871         134R
USC00322188         121R
USC00322193         140R
USC00322304         141S
USC00322365         102R
USC00322482         120R
USC00322525         169S
USC00322588         120R
USC00322605         170R
USC00322695         166Q
USC00322809         115R
USC00322949         127R
USC00323004         164R
USC00323064         142S
USC00323117         171R
USC00323207          74R
USC00323217         165Q
USC00323287         169R
USC00323309         141R
USC00323376         113R
USC00323529         141Q
USC00323594         167R
USC00323621         195S
USC00323686         118R
USC00323705         122R
USC00323826         111C
USC00323846         136Q
USC00323963         178R
USC00324013         131R
USC00324083         118R
USC00324091         134R
USC00324102          99R
USC00324178         103R
USC00324180         129Q
USC00324203         177R
USC00324372         158Q
USC00324418         132R
USC00324571         141S
USC00324646         247R
USC00324722         124Q
USC00324879         165R
USC00324937         210R
USC00324958         137S
USC00325002         170Q
USC00325078         164R
USC00325090         121Q
USC00325186         195R
USC00325210         127R
USC00325220         167R
USC00325230         165S
USC00325434         153R
USC00325479         119S
USC00325575         146R
USC00325638         149S
USC00325660         195R
USC00325710         160S
USC00325730         189S
USC00325754         192S
USC00325764         182R
USC00325798         144S
USC00325813         101R
USC00325848         150R
USC00325993         190R
USC00326015          89R
USC00326025         144R
USC00326105         155S
USC00326155         166R
USC00326255         163S
USC00326315          88R
USC00326365         142S
USC00326620         165Q
USC00326857         197R
USC00327027         172R
USC00327047         151R
USC00327281         117R
USC00327311         104C
USC00327450         107S
USC00327452         120R
USC00327465         132Q
USC00327530         126R
USC00327655         174Q
USC00327664         137S
USC00327704         143R
USC00327986         173R
USC00328047          81R
USC00328065         124S
USC00328276         160S
USC00328366         153R
USC00328415         115R
USC00328608         179R
USC00328627         152S
USC00328660         113Q
USC00328737         151R
USC00328792         163R
USC00328812         111C
USC00328840         157R
USC00328850         125R
USC00328853          87Q
USC00328872         161S
USC00328913         173S
USC00328937         158S
USC00328990         164R
USC00329035         145R
USC00329100         144R
USC00329155         237R
USC00329195         136R
USC00329233         138R
USC00329246         116R
USC00329333         149S
USC00329400         143S
USC00329430         118S
USC00329445         138R
USC00329455         165R
USC00329515         237Q
USC00329575         119R
USC00329650         156R
USC00330061         673R
USC00330256         705R
USC00330264         845R
USC00330279         819R
USC00330430         906R
USC00330563         793S
USC00330573         927R
USC00330676         881Q
USC00331042         688Q
USC00331057         884S
USC00331072         725S
USC00331152         838S
USC00331175         848Q
USC00331197         808S
USC00331245         653R
USC00331288         890R
USC00331390         715S
USC00331404         861R
USC00331458        1100S
USC00331515        1002S
USC00331528         855Q
USC00331536         869R
USC00331541         784S
USC00331550        1038R
USC00331592         770S
USC00331777         800S
USC00331783         832R
USC00331858         872S
USC00331890         846S
USC00331905         733S
USC00332044         848S
USC00332067         817S
USC00332098         700S
USC00332119         721R
USC00332160         808R
USC00332251         825R
USC00332485         808S
USC00332599         801C
USC00332603         772Q
USC00332626         899R
USC00332651         924R
USC00332727         912R
USC00332791         712C
USC00332847         750R
USC00332895         717Q
USC00332928         835R
USC00332956         827Q
USC00332974         727C
USC00332976         628R
USC00333021         797S
USC00333029         896R
USC00333292         685Q
USC00333375         732S
USC00333393         715R
USC00333482         867Q
USC00333500         922R
USC00333722         654R
USC00333758         940S
USC00333780         899S
USC00333838         777R
USC00333874         627R
USC00333915         689R
USC00334004         917R
USC00334038         792Q
USC00334189         746R
USC00334238         888S
USC00334258         713Q
USC00334260         990R
USC00334319         699R
USC00334403         793Q
USC00334434         737S
USC00334551         738S
USC00334672         903Q
USC00334681         791R
USC00334728         786R
USC00334874         765R
USC00334924         920R
USC00334927         926S
USC00334942         741R
USC00334967         700R
USC00334979         713S
USC00335029         941S
USC00335041         914R
USC00335188         975Q
USC00335220         824R
USC00335268         910R
USC00335297         741R
USC00335315         805R
USC00335356         720R
USC00335438         679S
USC00335505         715S
USC00335535         782R
USC00335669         691R
USC00335718         803S
USC00335747         880S
USC00335786         817C
USC00335794         711R
USC00335857         868S
USC00335894         817R
USC00335939         933R
USC00336118         709S
USC00336196         758S
USC00336342         710R
USC00336389         766R
USC00336405         695S
USC00336465         655S
USC00336600         713S
USC00336616         812Q
USC00336630         933R
USC00336645         847R
USC00336650         755Q
USC00336697         763S
USC00336781         906S
USC00336861         718S
USC00336882         578R
USC00336949         794S
USC00337120         951R
USC00337255         779R
USC00337303         729R
USC00337383         639S
USC00337400         746R
USC00337410         895R
USC00337538         785S
USC00337559         838Q
USC00337693         758S
USC00337857        1053R
USC00337935         698S
USC00338025         854R
USC00338110         713R
USC00338313         735S
USC00338332         790S
USC00338534         642R
USC00338552         774S
USC00338560         768R
USC00338565         809R
USC00338609         682R
USC00338642         729S
USC00338769         751S
USC00338794         788R
USC00338810         962R
USC00338822         594S
USC00338830         864R
USC00338951         781S
USC00338990         776S
USC00339050         977R
USC00339197         942Q
USC00339219         820S
USC00339312         697C
USC00339361         865R
USC00340017         695S
USC00340028         694Q
USC00340179         366S
USC00340184         382S
USC00340193         340R
USC00340200         453R
USC00340215         328Q
USC00340224         440R
USC00340256         871R
USC00340260         510R
USC00340288         436R
USC00340292         682S
USC00340332         288R
USC00340364         850R
USC00340391         828Q
USC00340535         586R
USC00340546         686Q
USC00340567        1191R
USC00340593         230S
USC00340670         965Q
USC00340755         422S
USC00340782         620R
USC00340818         407S
USC00340830         537R
USC00340908         158S
USC00340980         870R
USC00341075         393Q
USC00341144         619R
USC00341162        1208S
USC00341168        1238R
USC00341243         261R
USC00341256         458R
USC00341499        1145R
USC00341504         388R
USC00341544        1107R
USC00341620         297R
USC00341648         785R
USC00341684         506R
USC00341706         453S
USC00341711         824R
USC00341717         700R
USC00341724         414R
USC00341745         696S
USC00341750         524S
USC00341828         694S
USC00341858         906R
USC00341909         376R
USC00342011         741Q
USC00342039         402R
USC00342054         558S
USC00342125         370S
USC00342196         582S
USC00342242         403R
USC00342318         541R
USC00342354         996S
USC00342485         713R
USC00342660         566R
USC00342668         491S
USC00342678         827R
USC00342690         756Q
USC00342788         463R
USC00342818         402R
USC00342849         347R
USC00342872         575R
USC00342912         397R
USC00342944         281S
USC00342993         813R
USC00343065        1035R
USC00343070         256S
USC00343083         960R
USC00343250         409R
USC00343304         262S
USC00343353         439R
USC00343358         284S
USC00343489         270R
USC00343497         379R
USC00343628         121R
USC00343740         337R
USC00343821         535R
USC00343835         330Q
USC00343871         334R
USC00343884         770R
USC00343909         365R
USC00343956         739R
USC00343998         375R
USC00344001         629S
USC00344008         963R
USC00344017        1251R
USC00344019         373C
USC00344052         605R
USC00344055         417S
USC00344235         688R
USC00344249         301R
USC00344258         612R
USC00344298         187R
USC00344384        1055R
USC00344451        1181R
USC00344489         512R
USC00344567         859R
USC00344573         376R
USC00344672         873R
USC00344766         146R
USC00344861         433S
USC00344865         783R
USC00344915         646S
USC00344950         365Q
USC00344975         828R
USC00345013         392R
USC00345045         260S
USC00345063         470R
USC00345090         305R
USC00345108         746R
USC00345118         607R
USC00345216         529R
USC00345247         584S
USC00345329         389S
USC00345437         818R
USC00345468         747S
USC00345509         327S
USC00345522         605R
USC00345540         541R
USC00345563         671S
USC00345581         538S
USC00345693         938S
USC00345713         943S
USC00345768         417R
USC00345779         582R
USC00345855         630R
USC00346035         324S
USC00346110         448Q
USC00346130         756R
USC00346139         274S
USC00346278         431R
USC00346386         554R
USC00346485         597R
USC00346629         383R
USC00346638         708S
USC00346659         527Q
USC00346670         706R
USC00346678         775R
USC00346751         302S
USC00346926         660S
USC00346935         623R
USC00346940         502S
USC00347003         466R
USC00347012         476S
USC00347068         444R
USC00347214         734S
USC00347254         941R
USC00347264         598R
USC00347309         692R
USC00347327         675R
USC00347372         837R
USC00347390         499S
USC00347394         609R
USC00347403         477R
USC00347412         181Q
USC00347505         412R
USC00347534         112R
USC00347565         344S
USC00347579         279R
USC00347727         369R
USC00347862         881S
USC00347952         270C
USC00347979         792Q
USC00348016         355R
USC00348042         656S
USC00348110         632S
USC00348258         492R
USC00348299         386R
USC00348380         771S
USC00348416         935R
USC00348479         636R
USC00348501         478R
USC00348506         911R
USC00348563         586S
USC00348652         254R
USC00348677         832R
USC00348708         316S
USC00348815         386R
USC00348884         764S
USC00349017         169R
USC00349023         968R
USC00349032         602R
USC00349086         472S
USC00349118        1121S
USC00349172         361S
USC00349203         694R
USC00349212         267S
USC00349247         773R
USC00349278         523R
USC00349298         531R
USC00349364         402S
USC00349395         527R
USC00349404         284R
USC00349422         365S
USC00349445         885R
USC00349479         599R
USC00349575         697S
USC00349629         522R
USC00349634         973R
USC00349668         368S
USC00349724        1029Q
USC00349760         296S
USC00350036         290R
USC00350118         177R
USC00350145        4093S
USC00350197         454R
USC00350217        1202R
USC00350265         398S
USC00350304         759S
USC00350312         448S
USC00350356         758S
USC00350471        2701S
USC00350501         450R
USC00350595        1740R
USC00350652        3169R
USC00350694         482R
USC00350699         296R
USC00350856         503Q
USC00350858         350R
USC00350897        3228S
USC00351055        3631R
USC00351058        3914Q
USC00351067         311R
USC00351124         336R
USC00351149        1063S
USC00351354        1536Q
USC00351433        2408S
USC00351448        3278R
USC00351546        1271R
USC00351574         988R
USC00351643        2265S
USC00351682        3217S
USC00351765         488R
USC00351836        2545S
USC00351862        1922S
USC00351877        3286S
USC00351897        1897S
USC00351902        1985R
USC00351914        2795Q
USC00351926         578R
USC00351946        2869S
USC00352010        2100R
USC00352112        2237R
USC00352135         341Q
USC00352173         350Q
USC00352292        3717S
USC00352325        2021S
USC00352374        1817S
USC00352406        2131S
USC00352415         402S
USC00352440         571R
USC00352493        2154R
USC00352597         857R
USC00352633        2339R
USC00352675         365R
USC00352678         478R
USC00352693        2237S
USC00352775        3190R
USC00352800        3957Q
USC00352805        3166R
USC00352867        2027Q
USC00352876         276Q
USC00352972        3551Q
USC00352973        3712Q
USC00352974        2155R
USC00352997        2078S
USC00353014        3280Q
USC00353038         442R
USC00353047        2103S
USC00353193        3045R
USC00353250         944R
USC00353356        3549R
USC00353402        3517S
USC00353445        1521S
USC00353509         964S
USC00353542         416R
USC00353604         924S
USC00353692         335Q
USC00353705        3552S
USC00353770        2943S
USC00353818         352Q
USC00353827         391S
USC00353847         369R
USC00353908        1644R
USC00353971        2089S
USC00353995        3089R
USC00354003        1516R
USC00354060        1404R
USC00354098         549R
USC00354126        2614C
USC00354133        3892R
USC00354161         405R
USC00354291         297R
USC00354329         355R
USC00354403         841S
USC00354411         439R
USC00354501         871Q
USC00354506         602R
USC00354606        2193R
USC00354622         443R
USC00354633        1059R
USC00354670         547R
USC00354721        3244R
USC00354776        5510R
USC00354811        2667S
USC00354819        1882Q
USC00354835        2831S
USC00354939        1971R
USC00355020         475R
USC00355026        1793S
USC00355050        1770S
USC00355055        1453S
USC00355067         381Q
USC00355080         346S
USC00355139         364R
USC00355142         446S
USC00355160         377S
USC00355162         282R
USC00355174         373R
USC00355204        3811Q
USC00355221        3050S
USC00355258         448R
USC00355335         199R
USC00355362        2861Q
USC00355384        1906R
USC00355392         315Q
USC00355394        1035Q
USC00355515         385R
USC00355545         437R
USC00355593         511S
USC00355638         320R
USC00355641         241R
USC00355681        1768Q
USC00355711         418Q
USC00355734         424S
USC00355891        1644R
USC00355945        1570Q
USC00355971        5034S
USC00356151        1736R
USC00356179         364R
USC00356200        1736S
USC00356213        1782R
USC00356252        1536Q
USC00356302         233R
USC00356334        1872R
USC00356366        3986S
USC00356405         293S
USC00356426         384R
USC00356466        1597S
USC00356532         442S
USC00356540         559S
USC00356541         431Q
USC00356550         411Q
USC00356634         380S
USC00356749        1771R
USC00356750        1756R
USC00356784        3285S
USC00356795        5377S
USC00356820        2784R
USC00356853         322Q
USC00356883         356R
USC00356907        1807R
USC00357050         408Q
USC00357112        2254R
USC00357127        1822S
USC00357160         563Q
USC00357169        1396S
USC00357208         322R
USC00357250         699S
USC00357277         306R
USC00357310         241R
USC00357331        1490S
USC00357391        1150R
USC00357466        1916Q
USC00357554        2807Q
USC00357631        3206R
USC00357641        2991R
USC00357675         415R
USC00357809        2915Q
USC00357817         329R
USC00357823        1907S
USC00357857         517Q
USC00357940        1516C
USC00358029         371Q
USC00358095        2135S
USC00358173         464S
USC00358182        2974R
USC00358246         728Q
USC00358260        1734S
USC00358407         750R
USC00358420         403R
USC00358466        2846S
USC00358481        3983R
USC00358494        3644S
USC00358536        1934C
USC00358726         513Q
USC00358746         324S
USC00358788        1858R
USC00358797         333R
USC00358884        2050C
USC00358997         504R
USC00359068         514R
USC00359083        1834S
USC00359176         363R
USC00359316         940S
USC00359372        2285S
USC00359390        1627S
USC00359461        1617C
USC00359588        3376Q
USC00360022         893R
USC00360132         778Q
USC00360140         829R
USC00360457         877S
USC00360475         742S
USC00360482         956R
USC00360488         964R
USC00360582         916Q
USC00360656         930S
USC00360785         935R
USC00360861         794S
USC00360867         816R
USC00360868         978S
USC00361004         899R
USC00361073         824R
USC00361080        1094R
USC00361087         806R
USC00361139         858S
USC00361212         766S
USC00361350        1237S
USC00361354         890S
USC00361362         927Q
USC00361377         816S
USC00361480         860C
USC00361485         908R
USC00361505         994R
USC00361519         837R
USC00361526         940Q
USC00361534        1022R
USC00361591        1143R
USC00361705        1021S
USC00361726         827S
USC00361737        1058R
USC00361751         908Q
USC00361790        1040R
USC00361802         815Q
USC00361810         782Q
USC00361815         756R
USC00361838         615R
USC00361881         927R
USC00361920         919Q
USC00362013         869R
USC00362071        1001R
USC00362108        1056R
USC00362183        1020R
USC00362190         756S
USC00362221         980Q
USC00362298         861R
USC00362323         763Q
USC00362470        1042S
USC00362537         937R
USC00362574         786R
USC00362629         769R
USC00362671         909S
USC00362721         777R
USC00362942         829R
USC00363018         925Q
USC00363028         875S
USC00363130         819S
USC00363293         856Q
USC00363295         865R
USC00363311         911R
USC00363321        1086C
USC00363343         780S
USC00363417         924Q
USC00363437         943R
USC00363451         827R
USC00363488        1047R
USC00363503         883R
USC00363526         666R
USC00363632         947S
USC00363665         891R
USC00363698         933Q
USC00363758         911R
USC00364008         934R
USC00364019         813R
USC00364047         922S
USC00364076        1046R
USC00364159         793Q
USC00364190         711R
USC00364214         969S
USC00364325         823R
USC00364432         979C
USC00364611         864Q
USC00364763         862S
USC00364778         833S
USC00364815        1155R
USC00364836        1074R
USC00364839        1155R
USC00364853         866R
USC00364896         897R
USC00364934        1083R
USC00364972         690R
USC00364976         834R
USC00364983         960R
USC00364992         804S
USC00365050         740R
USC00365109         743S
USC00365160        1135R
USC00365212         878R
USC00365344        1048R
USC00365381         790R
USC00365390         816R
USC00365408        1042R
USC00365470         953R
USC00365573         792R
USC00365606         960R
USC00365651         841R
USC00365686         810S
USC00365790         863R
USC00365902         759S
USC00365915         933S
USC00365956         958Q
USC00366022        1217Q
USC00366042         871R
USC00366151         809S
USC00366194        1057S
USC00366233         768S
USC00366238         938R
USC00366289         989S
USC00366297         834R
USC00366310         815R
USC00366370        1063R
USC00366508        1014S
USC00366649         751R
USC00366681         954C
USC00366762         853R
USC00366886        1064R
USC00366921         795R
USC00366927         962R
USC00366955         929R
USC00367029         977R
USC00367040         989Q
USC00367073         954R
USC00367103         772S
USC00367167         757R
USC00367229         928S
USC00367312         759R
USC00367322         934R
USC00367338         980R
USC00367409         754S
USC00367477         851S
USC00367578         974R
USC00367727         738R
USC00367728         883R
USC00367730         668S
USC00367732         930R
USC00367735         854C
USC00367782         867S
USC00367846         795S
USC00367863         750R
USC00367931         835S
USC00367938        1040Q
USC00368011         804R
USC00368057         894S
USC00368073         875S
USC00368145         821S
USC00368184         843S
USC00368244         968S
USC00368308        1016S
USC00368361         928R
USC00368379         893C
USC00368388        1052R
USC00368400        1082R
USC00368449         815C
USC00368469         783S
USC00368589        1026Q
USC00368596        1068S
USC00368668         842R
USC00368692         822S
USC00368758        1129C
USC00368763        1120R
USC00368776        1155R
USC00368868         572R
USC00368873         842R
USC00368888         908S
USC00368905         662R
USC00368959         646R
USC00369022         796R
USC00369042        1051R
USC00369050         896S
USC00369140         769R
USC00369298         973R
USC00369318         821S
USC00369367         849S
USC00369408         683R
USC00369464        1080R
USC00369510         914R
USC00369702         761R
USC00369714         768R
USC00369735         826R
USC00369823         772S
USC00369933         916S
USC00369950         870R
USC00369995         961R
USC00374266        1251C
USC00375215        1156R
USC00375270        1308C
USC00377581        1194R
USC00379423        1236S
USC00380074        1272S
USC00380126        1099S
USC00380165        1398R
USC00380204        1267R
USC00380448        1064S
USC00380490        1117Q
USC00380506        1214S
USC00380559        1010R
USC00380613        1319Q
USC00380736        1056R
USC00380764        1098R
USC00380972        1051R
USC00381093        1153S
USC00381241        1075R
USC00381256        1717R
USC00381277        1237S
USC00381310        1070R
USC00381462        1100S
USC00381479        1119R
USC00381530        1212S
USC00381588         970S
USC00381625        1222R
USC00381633        1150S
USC00381645        1049Q
USC00381726        1174R
USC00381770        1416S
USC00381804        1490S
USC00381944        1102S
USC00381997        1101R
USC00382260        1018R
USC00382386         976R
USC00382712        1162S
USC00382730        1007R
USC00382735        1050Q
USC00382757        1023S
USC00383111        1060R
USC00383216        1155S
USC00383356        1198C
USC00383433        1189S
USC00383468        1169R
USC00383470        1118Q
USC00383525        1077R
USC00383700        1018S
USC00383754        1235R
USC00383906        1080R
USC00383990        1052R
USC00384111        1087Q
USC00384169        1030R
USC00384581        2022R
USC00384607        1211R
USC00384690        1104R
USC00384753        1152R
USC00384886        1100R
USC00385017        1222S
USC00385200        1176S
USC00385232        1131S
USC00385278        1676Q
USC00385306        1115R
USC00385493        1185R
USC00385509        1025R
USC00385628        1058R
USC00385633         921R
USC00385658        1225Q
USC00385946        1164R
USC00386114        1076Q
USC00386153        1125Q
USC00386209        1216R
USC00386293        1153R
USC00386527        1093S
USC00386616        1118S
USC00386688        1130R
USC00386775        1231S
USC00386831        1460S
USC00386893        1048R
USC00387281        1019R
USC00387288        1055Q
USC00387589        1669R
USC00387631        1204S
USC00387666        1104S
USC00387683        1128Q
USC00387687        1407Q
USC00387722        1158C
USC00387885        1238R
USC00388188        1265S
USC00388405        1099R
USC00388426        1060R
USC00388440        1075S
USC00388472        1697Q
USC00388706        1363R
USC00388786        1245R
USC00388887        1505S
USC00388922        1044R
USC00388951        1235R
USC00388979         932S
USC00389039        1082R
USC00389122        1285R
USC00389327        1123S
USC00389350        1079S
USC00389469        1086R
USC00389625        1112Q
USC00390043         159S
USC00390120         161Q
USC00390128         155S
USC00390236         148R
USC00390281         192R
USC00390296         178R
USC00390306         135Q
USC00390350         127R
USC00390422         162Q
USC00390553         159Q
USC00390554         241Q
USC00390559         144R
USC00390565          80R
USC00390662         166S
USC00390701         131R
USC00390760         145S
USC00391032         173Q
USC00391043         169Q
USC00391049         168R
USC00391052         160Q
USC00391076         124R
USC00391102         169S
USC00391124         165R
USC00391294          90S
USC00391392         154R
USC00391474         260Q
USC00391519         172R
USC00391539         126R
USC00391579         153S
USC00391621         154S
USC00391634         193R
USC00391636         192Q
USC00391739         164S
USC00391777         216R
USC00391851         191S
USC00391873         133S
USC00391884         153Q
USC00391917         174R
USC00391972         132S
USC00392087         137R
USC00392207         397R
USC00392209         380Q
USC00392231         177R
USC00392302         180R
USC00392371         155Q
USC00392429         125S
USC00392446         119S
USC00392468         137S
USC00392557         123S
USC00392565         142Q
USC00392636         159Q
USC00392647         147S
USC00392797         124R
USC00392822         153Q
USC00392852         142S
USC00392927         178S
USC00392984         167S
USC00393029         172R
USC00393069         165S
USC00393076         124S
USC00393217         133R
USC00393294         125R
USC00393302         166Q
USC00393316         133Q
USC00393452         186R
USC00393456         170Q
USC00393560         101S
USC00393574         161R
USC00393608         123R
USC00393681         147Q
USC00393764         124Q
USC00393775          87S
USC00393838         155R
USC00393868         128S
USC00393945         144Q
USC00394007         118S
USC00394037         197R
USC00394184         137R
USC00394206         119S
USC00394254         157S
USC00394268         133Q
USC00394271         136Q
USC00394343         107R
USC00394490         131Q
USC00394516         125S
USC00394596         158C
USC00394671         163Q
USC00394766         113R
USC00394834         443S
USC00394864         126R
USC00394891         151R
USC00394893         150Q
USC00394956         103Q
USC00394960         124R
USC00394983         143S
USC00395048          99R
USC00395058         189R
USC00395090         160R
USC00395228         182S
USC00395281         141R
USC00395285         152R
USC00395325         215R
USC00395360         177Q
USC00395381         124S
USC00395406         143R
USC00395456         158R
USC00395481         153S
USC00395536         153R
USC00395544         142C
USC00395561         142R
USC00395567         136Q
USC00395620         137S
USC00395638         149S
USC00395648         125Q
USC00395669         173Q
USC00395671         239R
USC00395691          97R
USC00395733         231R
USC00395738         202Q
USC00395870         148S
USC00395891         165S
USC00396054         113R
USC00396170          99R
USC00396212         123S
USC00396227         151Q
USC00396282         117R
USC00396292         178S
USC00396304         121S
USC00396335         161S
USC00396427         110S
USC00396574         169R
USC00396636          94R
USC00396669         168S
USC00396712         117S
USC00396736         139R
USC00396907         146R
USC00396947          84R
USC00396948         109R
USC00396969         176Q
USC00397007         124S
USC00397052         136R
USC00397062          96S
USC00397073         127R
USC00397103         153Q
USC00397277         166R
USC00397326         183Q
USC00397418         178R
USC00397545         122S
USC00397551         149Q
USC00397569         140Q
USC00397742         193R
USC00397882         183R
USC00397992         145R
USC00398074         130Q
USC00398116         174R
USC00398307         150C
USC00398420         169Q
USC00398472         192S
USC00398622         174R
USC00398652         199R
USC00398767         222S
USC00398911         109R
USC00398930         183Q
USC00398980         167S
USC00399004         214R
USC00399042         183R
USC00399064         147R
USC00399070         172S
USC00399077         140R
USC00399138         153Q
USC00399337         205S
USC00399347         143R
USC00399367         175S
USC00399442         140R
USC00399537         122R
USC00400049        1375Q
USC00400081        1438S
USC00400137        1439S
USC00400284        1557S
USC00400669        1341S
USC00400705        1482R
USC00400876        1421S
USC00401039        1370Q
USC00401145        1467S
USC00401310        1404Q
USC00401352        1382Q
USC00401480        1369R
USC00401561        1418Q
USC00401587        1357R
USC00401663        1259R
USC00401720        1520Q
USC00401790        1302S
USC00401795        1338Q
USC00401808        1464S
USC00401887        1536Q
USC00401950        1570R
USC00401957        1445R
USC00402009        1567S
USC00402108        1432S
USC00402202        1649S
USC00402360        1535S
USC00402388        1504R
USC00402489        1391R
USC00402589        1372R
USC00402600        1375S
USC00402806        1061R
USC00402934         964S
USC00402989        1368Q
USC00403040        1448Q
USC00403074        1556S
USC00403280        1392S
USC00403370        1487R
USC00403420        1338R
USC00403447        1478Q
USC00403465        1384Q
USC00403636        1355Q
USC00403679        1015S
USC00403938        1354Q
USC00404033        1581Q
USC00404223        1471Q
USC00404417        1374S
USC00404561        1374C
USC00404567        1502Q
USC00404568        1380Q
USC00404590        1464S
USC00404613        1210R
USC00404771        1423Q
USC00404858        1105S
USC00404871        1554S
USC00404876        1315R
USC00404946        1454S
USC00405035        1456Q
USC00405040        1359R
USC00405085        1653Q
USC00405089        1677R
USC00405108        1393S
USC00405118        1367S
USC00405158        1454R
USC00405187        1436S
USC00405210        1340R
USC00405214        1422Q
USC00405278        1452R
USC00405327        1428Q
USC00405332        1353R
USC00405358        1438Q
USC00405431        1624Q
USC00405525        1529R
USC00405595        1533Q
USC00405681        1408S
USC00405882        1332S
USC00405956        1457R
USC00406012        1411R
USC00406162        1661S
USC00406170        1651S
USC00406180        1398Q
USC00406271        1212R
USC00406272        1209R
USC00406292        1070R
USC00406308        1399Q
USC00406328        1741Q
USC00406340        1554R
USC00406371        1388S
USC00406374        1393Q
USC00406403        1228R
USC00406435        1517S
USC00406471        1499R
USC00406493        1319S
USC00406534        1118S
USC00406619        1481R
USC00406803        1229S
USC00406806        1314R
USC00406829        1364R
USC00406861        1205R
USC00406977        1388R
USC00407015        1422Q
USC00407184        1398S
USC00407359        1418R
USC00407369        1276Q
USC00407459        1577S
USC00407710        1407R
USC00407834        1571S
USC00407884        1265R
USC00408065        1330Q
USC00408108        1500R
USC00408160        1507S
USC00408179        1195R
USC00408184        1547Q
USC00408242        1573Q
USC00408246        1506R
USC00408405        1464S
USC00408414        1419Q
USC00408445        1663R
USC00408450        1447Q
USC00408522        1497R
USC00408540        1546Q
USC00408562        1298S
USC00408609        1539R
USC00408868        1379S
USC00408886        1521Q
USC00408916        1353Q
USC00408953        1453Q
USC00409065        1475Q
USC00409155        1651S
USC00409219        1338S
USC00409431        1400Q
USC00409434        1568Q
USC00409481        1362Q
USC00409492        1394R
USC00409502        1544R
USC00409691        1605Q
USC00409800        1440R
USC00409866        1496S
USC00410012         230S
USC00410013         398Q
USC00410025         354R
USC00410040         307R
USC00410071         166Q
USC00410120         461R
USC00410129         655R
USC00410157         291Q
USC00410174         170R
USC00410190        1213S
USC00410202         788R
USC00410204        1227R
USC00410206         647Q
USC00410225         221S
USC00410235        1222S
USC00410246         675S
USC00410248         194R
USC00410257        1246S
USC00410262         815R
USC00410268         403R
USC00410271         520S
USC00410297         742R
USC00410305         776R
USC00410313         527S
USC00410337         811S
USC00410345         421Q
USC00410394         346S
USC00410404        1083S
USC00410408        1272R
USC00410431         686Q
USC00410433         698Q
USC00410443        1201Q
USC00410482         203R
USC00410493         369S
USC00410498         198R
USC00410509         542R
USC00410518         881S
USC00410560         351R
USC00410569        1014R
USC00410586        1294S
USC00410611        1383S
USC00410613        1332S
USC00410639         538S
USC00410655         911R
USC00410660         605R
USC00410691         667S
USC00410708         329R
USC00410738         626S
USC00410764         103R
USC00410779         286R
USC00410781         259Q
USC00410787         346R
USC00410805         518Q
USC00410832         649S
USC00410902         671S
USC00410923         986R
USC00410926         628Q
USC00410944         201S
USC00410950         123R
USC00410958         226S
USC00410984         596S
USC00410991        1152R
USC00411000         163S
USC00411013         266R
USC00411017         455S
USC00411026         842R
USC00411033         138S
USC00411035         556S
USC00411042         490R
USC00411045         889C
USC00411048         997S
USC00411063         600R
USC00411089        1456S
USC00411128         220S
USC00411138         527R
USC00411215         615S
USC00411230         518Q
USC00411236         485Q
USC00411239         444S
USC00411246         721R
USC00411250         596S
USC00411253         566Q
