AQC00914000        3963R
USC00264349          69S
USC00264391         196Q
USC00264394         209R
USC00264439         125R
USC00264480         112R
USC00264527         120R
USC00264698          88S
USC00264745         251S
USC00264935         135S
USC00264950         197S
USC00265087         221Q
USC00265132         101R
USC00265168         127S
USC00265191          91S
USC00265352         211S
USC00265371         211Q
USC00265392         187R
USC00265400         503Q
USC00265705          82R
USC00265722         215R
USC00265818         138R
USC00265846          80R
USC00265880         121S
USC00265890          92S
USC00266005         113R
USC00266242         161R
USC00266252         268R
USC00266691         194R
USC00266746         172S
USC00266791         101R
USC00267123         186S
USC00267175         327R
USC00267188         188Q
USC00267192         112S
USC00267369         187S
USC00267450         247R
USC00267463         121R
USC00267612         106S
USC00267618         109R
USC00267620         160S
USC00267640         210R
USC00267690         176Q
USC00267697         107R
USC00267750         280S
USC00267820         129R
USC00267908         222S
USC00267953          86S
USC00268186         132Q
USC00268202         116R
USC00268346         143R
USC00268443         165R
USC00268588         136S
USC00268761         110S
USC00268822          82S
USC00268838          93R
USC00268988         160R
USC00269072         194R
USC00269168         116Q
USC00269229          94S
USC00270045        1410R
USC00270315        1216Q
USC00270681        1209S
USC00270690        1199C
USC00270706        1240R
USC00270910        1374R
USC00270913        1302R
USC00271647        1294R
USC00271950        1277R
USC00271968        1467Q
USC00272174        1169R
USC00272302        1223Q
USC00272800        1134S
USC00272842        1247S
USC00272999        1506C
USC00273182        1279Q
USC00273415        1263R
USC00273487        1232Q
USC00273530        1160R
USC00273626        1193S
USC00273658        1121R
USC00273850        1152S
USC00274234        1125R
USC00274329        1259S
USC00274399        1200S
USC00274480        1239S
USC00274556        1282S
USC00275150        1275C
USC00275211        1157R
USC00275350        1277R
USC00275412        1203S
USC00275500        1264R
USC00275532        1393R
USC00275629        1244S
USC00275702        1249R
USC00275712        1219R
USC00275868        1182C
USC00275995        1317S
USC00276070        1160Q
USC00276234        1338R
USC00276550        1274Q
USC00276818        1569R
USC00276945        1235R
USC00277253        1281R
USC00277833        1278R
USC00278539        1293Q
USC00278612        1431R
USC00278614        1336Q
USC00278858        1267S
USC00278972        1237R
USC00279091        1179R
USC00279278        1150Q
USC00279966        1354R
USC00280690        1161R
USC00280734        1285S
USC00280847        1393Q
USC00280907        1364R
USC00280927        1304C
USC00280990        1068R
USC00281327        1317S
USC00281335        1385S
USC00281351        1069S
USC00281582        1344S
USC00281592        1306Q
USC00282023        1335C
USC00282805        1257R
USC00283029        1347S
USC00283181        1311R
USC00283291        1262R
USC00283516        1342S
USC00283662        1256R
USC00283704        1259R
USC00283951        1361S
USC00284229        1322C
USC00284339        1222R
USC00284635        1394S
USC00284887        1282R
USC00284931        1305R
USC00284987        1327R
USC00285003        1391R
USC00285503        1388R
USC00285728        1378S
USC00286055        1364C
USC00286146        1202S
USC00286177        1350R
USC00286460        1313S
USC00286843        1311R
USC00287079        1344S
USC00287301        1477S
USC00287393        1358R
USC00287587        1352S
USC00287865        1350Q
USC00287936        1238R
USC00288173        1201R
USC00288194        1316R
USC00288402        1361R
USC00288644        1319R
USC00288816        1309S
USC00288899        1201R
USC00289187        1347R
USC00289363        1400R
USC00289832        1319S
USC00289910        1342R
USC00290022         862R
USC00290041         423S
USC00290125         390R
USC00290199         479R
USC00290225         593R
USC00290231         374R
USC00290245         463R
USC00290268         500R
USC00290377         753S
USC00290407         854Q
USC00290417         521R
USC00290426         691R
USC00290525         718R
USC00290600         522S
USC00290640         628S
USC00290692         277S
USC00290858         740R
USC00290915         337R
USC00290983         582R
USC00290992         634R
USC00291000        1048R
USC00291063         263R
USC00291138         406R
USC00291153         536R
USC00291180         629S
USC00291252         616S
USC00291286         536S
USC00291332         881R
USC00291389         573S
USC00291423         745R
USC00291440         855R
USC00291445         663Q
USC00291450         932R
USC00291469         537S
USC00291480         696R
USC00291515         601R
USC00291630         534R
USC00291647         324S
USC00291656         955R
USC00291664         655S
USC00291721         514Q
USC00291813         841S
USC00291840         712R
USC00291883         881Q
USC00291910         629S
USC00291918         684R
USC00291931        1407R
USC00291939         873S
USC00291963         843S
USC00291982         477S
USC00292030         766S
USC00292095         802R
USC00292100         386R
USC00292207         567R
USC00292241         504R
USC00292250         438S
USC00292365         767Q
USC00292436         452S
USC00292453         779R
USC00292510         701S
USC00292608         541S
USC00292700         716S
USC00292785         567C
USC00292820         500S
USC00292837         535S
USC00292848         489S
USC00292854         845S
USC00292865         854R
USC00293031         478R
USC00293060         597S
USC00293142         237S
USC00293157         685R
USC00293180         576S
USC00293265         800S
USC00293294         699S
USC00293296         712S
USC00293340         207R
USC00293368         500R
USC00293428         472Q
USC00293488        1045S
USC00293511         452S
USC00293530         663R
USC00293577         673R
USC00293586         794S
USC00293592         600S
USC00293649         768S
USC00293706         920R
USC00293775         621R
USC00293855         461R
USC00294009         596S
USC00294026         657R
USC00294030         655R
USC00294112         697R
USC00294175         679S
USC00294346         561S
USC00294366         459Q
USC00294369         643R
USC00294398         498S
USC00294426         554R
USC00294461         742S
USC00294719         418R
USC00294742         956S
USC00294862         858R
USC00294960         552R
USC00295079         478R
USC00295084         791S
USC00295150         364S
USC00295273         791S
USC00295290         395R
USC00295370         687R
USC00295490         766S
USC00295516         773R
USC00295560         606R
USC00295617         824S
USC00295754         834R
USC00295908         520R
USC00295937         819S
USC00295960         855R
USC00295965         660S
USC00296061         367R
USC00296115         723R
USC00296275        1022S
USC00296281         566R
USC00296435         586R
USC00296465         389R
USC00296619         852S
USC00296659         689R
USC00296676         806R
USC00296687         644S
USC00296754         402R
USC00296804         797R
USC00296812         590R
USC00296911         426R
USC00297008         832S
USC00297094         648S
USC00297180         543R
USC00297226         868R
USC00297254         619R
USC00297279         913S
USC00297280         809S
USC00297323         755S
USC00297340         546S
USC00297386         574R
USC00297423         467S
USC00297477         461Q
USC00297481         427Q
USC00297585         903Q
USC00297605         688Q
USC00297612         664Q
USC00297638         840S
USC00297649        1040R
USC00297867         799R
USC00298015         737R
USC00298085         585R
USC00298088         643Q
USC00298107         644S
USC00298127         559Q
USC00298284         228R
USC00298387         425R
USC00298501         781R
USC00298518         638R
USC00298524         404R
USC00298535         441C
USC00298596         661S
USC00298668         453R
USC00298713         684S
USC00298819         515R
USC00298830         460R
USC00298834         489R
USC00298845         527R
USC00299031         419S
USC00299085         642R
USC00299128         498R
USC00299156         763C
USC00299165         470S
USC00299193         644R
USC00299284         839Q
USC00299330         798R
USC00299496         708R
USC00299569         613R
USC00299686         486R
USC00299691         717R
USC00299720         656R
USC00299806         740R
USC00299820         845S
USC00299851         512R
USC00300023        1120R
USC00300048        1129R
USC00300055         914C
USC00300063        1194S
USC00300085        1173R
USC00300093        1356R
USC00300183        1267S
USC00300220        1253R
USC00300254        1281R
USC00300321        1223R
USC00300331        1044S
USC00300343        1009C
USC00300379        1193S
USC00300443        1025S
USC00300448        1012R
USC00300452        1249R
USC00300500        1136R
USC00300608        1201S
USC00300613        1131R
USC00300641        1355R
USC00300668        1371S
USC00300732        1299Q
USC00300766        1277R
USC00300785        1398S
USC00300870        1144S
USC00300889        1161S
USC00300929        1248R
USC00300961        1303Q
USC00301095        1083R
USC00301110        1225R
USC00301152        1052S
USC00301168        1204S
USC00301211        1377Q
USC00301265        1058S
USC00301309        1211Q
USC00301413        1105S
USC00301424        1289R
USC00301436        1329S
USC00301492        1267R
USC00301521        1427R
USC00301580        1060S
USC00301595        1196R
USC00301623        1245R
USC00301625        1248Q
USC00301664        1186S
USC00301708        1249R
USC00301752        1262S
USC00301761        1237R
USC00301787        1181R
USC00301799        1102R
USC00301966        1260S
USC00301974        1071S
USC00302031        1268Q
USC00302036        1271S
USC00302047        1290Q
USC00302060        1209C
USC00302129        1349S
USC00302169        1362Q
USC00302366        1278Q
USC00302554        1091S
USC00302574        1135S
USC00302582        1288S
USC00302610        1166C
USC00302829        1285R
USC00303025        1292C
USC00303033        1150S
USC00303050        1206S
USC00303065        1371S
USC00303144        1278S
USC00303184        1019S
USC00303284        1294S
USC00303319        1357R
USC00303346        1046S
USC00303360        1350R
USC00303365        1296R
USC00303444        1193R
USC00303464        1228R
USC00303773        1112S
USC00303851        1373S
USC00303955        1059R
USC00303961        1286R
USC00303970        1311R
USC00303983        1187C
USC00304025        1193S
USC00304102        1136S
USC00304174        1145S
USC00304207        1325R
USC00304555        1298S
USC00304575        1259Q
USC00304647        1154R
USC00304731        1421R
USC00304772        1034S
USC00304791        1282Q
USC00304808        1339R
USC00304836        1223S
USC00304844        1091R
USC00304849        1119R
USC00304912        1086C
USC00304952         933R
USC00304996        1270S
USC00305113        1213S
USC00305180        1289Q
USC00305233        1166Q
USC00305248        1306R
USC00305276        1317R
USC00305310        1257S
USC00305377        1197S
USC00305426        1364C
USC00305512        1227S
USC00305597        1071R
USC00305639        1139R
USC00305679         971S
USC00305714        1185S
USC00305751        1229S
USC00305796        1319R
USC00305840         919R
USC00305869        1110R
USC00305925        1141C
USC00306047        1031S
USC00306062        1227R
USC00306085        1251S
USC00306138        1265R
USC00306164        1049R
USC00306184        1289R
USC00306196        1307S
USC00306314         973S
USC00306356        1109S
USC00306441        1229R
USC00306464        1111R
USC00306525        1302Q
USC00306538        1101S
USC00306623        1401R
USC00306649        1648Q
USC00306659         997R
USC00306674        1363R
USC00306745        1089C
USC00306774        1220R
USC00306839        1120R
USC00307035        1253R
USC00307134        1114S
USC00307195        1220R
USC00307210        1304S
USC00307274        1247S
USC00307329        1232S
USC00307400        1420R
USC00307484        1306S
USC00307633        1155R
USC00307705        1191S
USC00307713        1387R
USC00307721        1417R
USC00307750        1069R
USC00307772        1305R
USC00307780        1259R
USC00307799        1597S
USC00307818        1242Q
USC00307842        1034S
USC00308160        1180R
USC00308248        1426R
USC00308304        1378R
USC00308322        1346R
USC00308386        1068Q
USC00308578        1359R
USC00308586        1252Q
USC00308594        1152R
USC00308600        1270S
USC00308625        1262R
USC00308627        1307R
USC00308631        1286S
USC00308670        1224S
USC00308746        1243R
USC00308839         981R
USC00308906        1237S
USC00308910        1162R
USC00308932        1260Q
USC00308936        1273R
USC00308944        1298R
USC00308946        1018R
USC00308962        1340R
USC00308987        1092Q
USC00309000        1079S
USC00309047        1108R
USC00309072        1228S
USC00309076        1157R
USC00309189        1295R
USC00309292        1376S
USC00309303        1291S
USC00309389        1253S
USC00309425        1200C
USC00309437        1108R
USC00309495        1081Q
USC00309507         984R
USC00309516        1191S
USC00309533        1190R
USC00309670        1391S
USC00309690        1033Q
USC00310090        1488S
USC00310184        1605R
USC00310212        1439Q
USC00310241        1486S
USC00310286        1215S
USC00310356        1726Q
USC00310375        1667S
USC00310506        1372R
USC00310576        1870R
USC00310645        1514Q
USC00310674        1716S
USC00310724        1316R
USC00310843        1254R
USC00310901        1837R
USC00310982        1486S
USC00311055        1732R
USC00311081        1392S
USC00311156        1598Q
USC00311239        1297R
USC00311285        1335S
USC00311420        1204R
USC00311437        1287R
USC00311441        1294R
USC00311515        1441S
USC00311535        1364Q
USC00311538        1309S
USC00311564        1333R
USC00311579        1302S
USC00311606        1785S
USC00311624        1470S
USC00311677        1305S
USC00311820        1444R
USC00311881        1664S
USC00311975        1363C
USC00311990        1210R
USC00312102        1548S
USC00312200        1333S
USC00312238        1332S
USC00312500        1620S
USC00312515        1372S
USC00312560        1662Q
USC00312631        1265S
USC00312635        1622S
USC00312719        1586S
USC00312732        1640Q
USC00312740        1290S
USC00312827        1331S
USC00312837        1091R
USC00312993        1342Q
USC00313017        1535S
USC00313072        1380Q
USC00313106        1486S
USC00313150        1244R
USC00313152        1375Q
USC00313168        1531S
USC00313228        1384R
USC00313356        1192S
USC00313555        1298S
USC00313565        1797S
USC00313638        1584S
USC00313784        1569S
USC00313919        1299Q
USC00313921        1443Q
USC00313969        1286S
USC00313976        1501S
USC00314055        2002S
USC00314063        1299S
USC00314144        1933S
USC00314260        1286R
USC00314385        1298R
USC00314456        1434C
USC00314464        1420S
USC00314471        1896Q
USC00314675        1350Q
USC00314684        1652R
USC00314689        1605S
USC00314764        1508R
USC00314788        2436S
USC00314860        1489S
USC00314938        1334S
USC00314962        1512S
USC00314970        1232S
USC00314996        1260S
USC00315116        1768S
USC00315123        1352R
USC00315175        1562Q
USC00315177        1643R
USC00315340        1415R
USC00315356        1183C
USC00315743        1216R
USC00315771        1371S
USC00315830        1786S
USC00315838        1318C
USC00315890        1345S
USC00315913        1176S
USC00315923        1819S
USC00315996        1410S
USC00316001        1425S
USC00316091        1300R
USC00316236        1327S
USC00316256        1375S
USC00316341        1324R
USC00316349        1702R
USC00316422        1793Q
USC00316507        1375R
USC00316510        1414R
USC00316602        1450S
USC00316676        1775Q
USC00316686        1197Q
USC00316805        1670S
USC00316853        1681S
USC00317056        1507R
USC00317074        1368S
USC00317079        1349S
USC00317097        1217S
USC00317165        1554S
USC00317170        1692Q
USC00317202        1267S
USC00317229        1229S
USC00317319        1332S
USC00317346        1554Q
USC00317395        1384S
USC00317400        1413S
USC00317486        1983C
USC00317499        1253R
USC00317516        1230R
USC00317548        1288Q
USC00317615        1140S
USC00317618        1149S
USC00317656        1449S
USC00317725        1394R
USC00317813        1763Q
USC00317845        1256S
USC00317924        1257S
USC00317994        1548C
USC00318113        1710R
USC00318292        1220S
USC00318380        1845Q
USC00318448        1365R
USC00318450        1828Q
USC00318492        1428S
USC00318500        1355S
USC00318519        1344Q
USC00318694        1517S
USC00318706        1751C
USC00318744        1683S
USC00318778        1326S
USC00318964        1371C
USC00319026        1814Q
USC00319100        1511S
USC00319123        1625C
USC00319147        1197C
USC00319354        1624R
USC00319357        1565S
USC00319406        1376R
USC00319423        1841S
USC00319427        1568R
USC00319440        1554S
USC00319461        1891Q
USC00319467        1963S
USC00319476        1438C
USC00319555        1392C
USC00319675        1238S
USC00319704        1368R
USC00319923        1381R
USC00320005        1007R
USC00320022         992C
USC00320096         690S
USC00320127         800R
USC00320189         706S
USC00320209         646R
USC00320382         920S
USC00320590         623R
USC00320626         925Q
USC00320729         781R
USC00320766         764R
USC00320817         905Q
USC00320827         832R
USC00320941         864S
USC00320961         851R
USC00320995         631S
USC00321225         795R
USC00321288         933Q
USC00321360         945R
USC00321362         947R
USC00321370         765R
USC00321408        1003R
USC00321435         930S
USC00321456         813Q
USC00321477         946S
USC00321500         929Q
USC00321686         885R
USC00321699         778R
USC00321766         984S
USC00321816         904S
USC00321871         727S
USC00322188         774S
USC00322193         743S
USC00322304         816S
USC00322365         712R
USC00322482         859R
USC00322525         915S
USC00322588         774S
USC00322605         926R
USC00322695         937Q
USC00322809         690R
USC00322949         840R
USC00323004         774R
USC00323064         849S
USC00323117         948S
USC00323207         679R
USC00323217         788Q
USC00323287         855S
USC00323309         932R
USC00323376         880S
USC00323529         738Q
USC00323594         940R
USC00323621        1005S
USC00323686         881R
USC00323705         720R
USC00323826         833S
USC00323846         773Q
USC00323963         903S
USC00324013         855R
USC00324083         861R
USC00324091         690R
USC00324102         761R
USC00324178         677R
USC00324180         743Q
USC00324203         939S
USC00324372         888Q
USC00324418         888S
USC00324571         768S
USC00324646         778R
USC00324722         733Q
USC00324879         963S
USC00324937         938S
USC00324958         967S
USC00325002         804Q
USC00325078         871R
USC00325090         765Q
USC00325186         963R
USC00325210         776R
USC00325220         841R
USC00325230         907S
USC00325434         879R
USC00325479         872S
USC00325575         618R
USC00325638         845S
USC00325660        1156R
USC00325710         796S
USC00325730         989C
USC00325754         951S
USC00325764        1021R
USC00325798         840R
USC00325813         635S
USC00325848         825R
USC00325993         804S
USC00326015         875R
USC00326025         796R
USC00326105         909S
USC00326155         656R
USC00326255         862S
USC00326315         694S
USC00326365         773C
USC00326620         935Q
USC00326857         932R
USC00327027         973S
USC00327047         839R
USC00327281         750R
USC00327311         694C
USC00327450         711C
USC00327452         634R
USC00327465         754Q
USC00327530         706S
USC00327655         889Q
USC00327664         909S
USC00327704         902S
USC00327986         957R
USC00328047         748S
USC00328065         758S
USC00328276         879S
USC00328366         844R
USC00328415         892R
USC00328608         900S
USC00328627         752C
USC00328660         720Q
USC00328737         693S
USC00328792         774S
USC00328812         643C
USC00328840         809S
USC00328850         818R
USC00328853         852Q
USC00328872         774S
USC00328913         851S
USC00328937         912S
USC00328990         866R
USC00329035         860R
USC00329100         892R
USC00329155         928R
USC00329195         770R
USC00329233         701R
USC00329246         711S
USC00329333         831S
USC00329400         736S
USC00329430         682S
USC00329445         878S
USC00329455         880R
USC00329515         897Q
USC00329575         900R
USC00329650         748S
USC00330061        1084R
USC00330256        1241R
USC00330264        1210R
USC00330279        1134S
USC00330430        1250R
USC00330563        1244S
USC00330573        1110S
USC00330676        1246Q
USC00331042        1110Q
USC00331057        1218S
USC00331072        1260S
USC00331152        1187S
USC00331175        1284Q
USC00331197        1139S
USC00331245        1094R
USC00331288        1163R
USC00331390        1243C
USC00331404        1222R
USC00331458        1304C
USC00331515        1229S
USC00331528        1121Q
USC00331536        1052S
USC00331541        1172S
USC00331550        1225S
USC00331592        1092S
USC00331777        1243S
USC00331783        1128R
USC00331858        1137S
USC00331890        1210S
USC00331905        1188S
USC00332044        1243C
USC00332067        1112S
USC00332098        1075S
USC00332119        1178R
USC00332160        1203R
USC00332251        1298S
USC00332485        1141C
USC00332599        1140C
USC00332603        1187Q
USC00332626        1114R
USC00332651        1106R
USC00332727        1110R
USC00332791        1173S
USC00332847        1093R
USC00332895        1259Q
USC00332928        1065R
USC00332956        1180Q
USC00332974        1076S
USC00332976        1027R
USC00333021        1314S
USC00333029        1119S
USC00333292        1108Q
USC00333375        1155C
USC00333393        1246R
USC00333482        1172Q
USC00333500        1195S
USC00333722        1101R
USC00333758        1088S
USC00333780        1169C
USC00333838        1135R
USC00333874        1072S
USC00333915        1234S
USC00334004        1167R
USC00334038        1151Q
USC00334189        1069S
USC00334238        1167S
USC00334258        1032Q
USC00334260        1242R
USC00334319        1095R
USC00334403        1138Q
USC00334434        1134S
USC00334551        1148S
USC00334672        1221Q
USC00334681        1147R
USC00334728        1224R
USC00334874        1203S
USC00334924        1223S
USC00334927        1271S
USC00334942        1232S
USC00334967        1186R
USC00334979        1170C
USC00335029        1196C
USC00335041        1217S
USC00335188        1192Q
USC00335220        1128R
USC00335268        1262R
USC00335297        1213R
USC00335315        1099S
USC00335356        1226R
USC00335438        1092S
USC00335505        1158S
USC00335535        1193R
USC00335669        1099R
USC00335718        1056S
USC00335747        1250S
USC00335786        1178S
USC00335794        1128R
USC00335857        1153S
USC00335894        1236R
USC00335939        1248R
USC00336118        1175C
USC00336196        1092S
USC00336342        1116R
USC00336389        1096S
USC00336405        1123S
USC00336465        1058S
USC00336600        1137S
USC00336616        1170Q
USC00336630        1053S
USC00336645        1275R
USC00336650        1161Q
USC00336697        1157C
USC00336781        1128S
USC00336861        1141S
USC00336882         997R
USC00336949        1201C
USC00337120        1271R
USC00337255        1166S
USC00337303        1321R
USC00337383        1200S
USC00337400        1192R
USC00337410        1080R
USC00337538        1116S
USC00337559        1223Q
USC00337693        1252S
USC00337857        1313R
USC00337935        1210S
USC00338025        1210S
USC00338110        1019R
USC00338313        1111S
USC00338332        1144S
USC00338534        1223S
USC00338552        1322S
USC00338560        1193R
USC00338565        1163R
USC00338609        1252S
USC00338642        1181S
USC00338769        1204C
USC00338794        1055R
USC00338810        1320R
USC00338822        1073C
USC00338830        1124S
USC00338951        1179C
USC00338990        1138S
USC00339050        1226S
USC00339197        1277Q
USC00339219        1110S
USC00339312        1261C
USC00339361        1154S
USC00340017        1104S
USC00340028        1307Q
USC00340179         943S
USC00340184         981S
USC00340193        1038R
USC00340200         873R
USC00340215        1172Q
USC00340224         979R
USC00340256        1101R
USC00340260         951R
USC00340288        1224R
USC00340292         940R
USC00340332         896R
USC00340364        1134R
USC00340391        1195Q
USC00340535        1355R
USC00340546        1209Q
USC00340567        1247R
USC00340593         925S
USC00340670        1250Q
USC00340755        1141S
USC00340782        1032R
USC00340818        1274S
USC00340830        1042S
USC00340908         899S
USC00340980        1109R
USC00341075        1303Q
USC00341144        1075R
USC00341162        1150S
USC00341168        1175R
USC00341243         898S
USC00341256        1238S
USC00341499        1214R
USC00341504        1021R
USC00341544        1151R
USC00341620         961R
USC00341648        1072R
USC00341684        1052R
USC00341706         929S
USC00341711        1015R
USC00341717        1224R
USC00341724        1116R
USC00341745        1073S
USC00341750        1071S
USC00341828        1280S
USC00341858        1136R
USC00341909        1026R
USC00342011        1071Q
USC00342039        1077R
USC00342054         929S
USC00342125        1035S
USC00342196         993S
USC00342242        1083R
USC00342318        1130S
USC00342354        1119C
USC00342485        1197S
USC00342660        1034S
USC00342668         866S
USC00342678        1114R
USC00342690        1122Q
USC00342788        1100R
USC00342818        1166R
USC00342849         974S
USC00342872        1024R
USC00342912        1139S
USC00342944         894C
USC00342993        1143R
USC00343065        1203S
USC00343070         863S
USC00343083        1030R
USC00343250        1288R
USC00343304         952S
USC00343353         910R
USC00343358         950S
USC00343489         915S
USC00343497         958R
USC00343628         738S
USC00343740        1132S
USC00343821        1136S
USC00343835         778Q
USC00343871         913R
USC00343884        1041R
USC00343909        1139R
USC00343956        1035R
USC00343998         952R
USC00344001         934S
USC00344008        1135R
USC00344017        1124R
USC00344019        1076C
USC00344052         978R
USC00344055        1113S
USC00344235        1096R
USC00344249         907S
USC00344258        1159R
USC00344298         708S
USC00344384        1027R
USC00344451        1035R
USC00344489        1012R
USC00344567        1087R
USC00344573        1157R
USC00344672        1160R
USC00344766         890R
USC00344861        1146S
USC00344865        1003S
USC00344915        1122C
USC00344950        1092Q
USC00344975        1032R
USC00345013        1180R
USC00345045         902S
USC00345063         944S
USC00345090         810S
USC00345108        1098S
USC00345118        1124R
USC00345216         864R
USC00345247         940S
USC00345329        1067S
USC00345437        1090R
USC00345468         998R
USC00345509         941S
USC00345522        1168S
USC00345540        1106R
USC00345563         951S
USC00345581        1091C
USC00345693        1054S
USC00345713        1022S
USC00345768        1100R
USC00345779        1112R
USC00345855        1188R
USC00346035         936S
USC00346110        1066Q
USC00346130        1179R
USC00346139         860S
USC00346278        1307S
USC00346386        1204R
USC00346485        1177R
USC00346629         994S
USC00346638        1117S
USC00346659        1121Q
USC00346670        1120R
USC00346678        1094R
USC00346751         906S
USC00346926        1006S
USC00346935        1465S
USC00346940        1170S
USC00347003        1042S
USC00347012        1097S
USC00347068        1059R
USC00347214        1107S
USC00347254         959R
USC00347264        1164S
USC00347309        1198R
USC00347327        1145R
USC00347372        1191R
USC00347390        1227S
USC00347394        1210R
USC00347403         815R
USC00347412         975Q
USC00347505        1230S
USC00347534         747R
USC00347565         899S
USC00347579         918R
USC00347727        1007S
USC00347862        1119S
USC00347952         916C
USC00347979         958Q
USC00348016        1011R
USC00348042        1122S
USC00348110        1124C
USC00348258        1223R
USC00348299         984S
USC00348380        1193C
USC00348416        1025R
USC00348479        1159R
USC00348501        1131S
USC00348506        1286R
USC00348563        1101S
USC00348652         846R
USC00348677        1347R
USC00348708         931S
USC00348815         995R
USC00348884        1066S
USC00349017         913R
USC00349023        1139S
USC00349032         930R
USC00349086        1084S
USC00349118        1080S
USC00349172         860R
USC00349203        1093R
USC00349212         885C
USC00349247        1126R
USC00349278         925S
USC00349298        1119R
USC00349364        1076S
USC00349395         881S
USC00349404        1010S
USC00349422        1010S
USC00349445        1002R
USC00349479        1140R
USC00349575        1142S
USC00349629        1045S
USC00349634        1035R
USC00349668         979S
USC00349724        1078Q
USC00349760         882S
USC00350036         163R
USC00350118         172R
USC00350145         443S
USC00350197         186S
USC00350217         139S
USC00350265          82S
USC00350304         185S
USC00350312         194S
USC00350356         329S
USC00350471         277S
USC00350501         239S
USC00350595         297R
USC00350652         475S
USC00350694         174S
USC00350699         208R
USC00350856         245Q
USC00350858          94S
USC00350897         532C
USC00351055         317R
USC00351058         382Q
USC00351067         168S
USC00351124         187R
USC00351149         188S
USC00351354         184Q
USC00351433         542S
USC00351448         161S
USC00351546         221R
USC00351574         151R
USC00351643         336C
USC00351682         570S
USC00351765         198S
USC00351836         251S
USC00351862         254C
USC00351877         274S
USC00351897         288S
USC00351902         305S
USC00351914         462Q
USC00351926         335R
USC00351946         431S
USC00352010         299S
USC00352112         248S
USC00352135         158Q
USC00352173         247Q
USC00352292         608S
USC00352325         245C
USC00352374         340S
USC00352406         242S
USC00352415         161S
USC00352440         131S
USC00352493         586R
USC00352597         311R
USC00352633         195R
USC00352675         371R
USC00352678         424R
USC00352693         472S
USC00352775         338S
USC00352800         340Q
USC00352805         258R
USC00352867         292Q
USC00352876         146Q
USC00352972         475Q
USC00352973         524Q
USC00352974         176R
USC00352997         263S
USC00353014         568Q
USC00353038         236S
USC00353047         451S
USC00353193         375R
USC00353250         273R
USC00353356         304S
USC00353402         648S
USC00353445         130S
USC00353509         173S
USC00353542         231R
USC00353604         247S
USC00353692         189Q
USC00353705         285S
USC00353770         684S
USC00353818         127Q
USC00353827         210S
USC00353847         101R
USC00353908         269R
USC00353971         364C
USC00353995         452R
USC00354003         146S
USC00354060         215R
USC00354098         188R
USC00354126         338S
USC00354133         243R
USC00354161         152R
USC00354291         267S
USC00354329         438R
USC00354403         168C
USC00354411         164R
USC00354501         261Q
USC00354506         139R
USC00354606         494S
USC00354622         307S
USC00354633         236R
USC00354670         152S
USC00354721         314S
USC00354776         612R
USC00354811         473C
USC00354819         323Q
USC00354835         492S
USC00354939         360R
USC00355020         328R
USC00355026         180S
USC00355050         379S
USC00355055         206S
USC00355067         361Q
USC00355080         163S
USC00355139         156S
USC00355142         170S
USC00355160         144S
USC00355162         132R
USC00355174         153R
USC00355204         367Q
USC00355221         476S
USC00355258         324R
USC00355335         164R
USC00355362         477Q
USC00355384         221R
USC00355392         119Q
USC00355394         352Q
USC00355515         153R
USC00355545         107R
USC00355593         220S
USC00355638         259R
USC00355641         196R
USC00355681         406Q
USC00355711         255Q
USC00355734         114S
USC00355891         222S
USC00355945         323Q
USC00355971         784S
USC00356151         310S
USC00356179         138R
USC00356200         220S
USC00356213         337S
USC00356252         307Q
USC00356302         146R
USC00356334         311R
USC00356366         677S
USC00356405         173S
USC00356426         195R
USC00356466         185S
USC00356532         144C
USC00356540         203S
USC00356541         216Q
USC00356550         181Q
USC00356634         236C
USC00356749         299R
USC00356750         364R
USC00356784         351S
USC00356795         601S
USC00356820         210S
USC00356853         164Q
USC00356883         182R
USC00356907         258S
USC00357050         162Q
USC00357112         144R
USC00357127         301S
USC00357160         250Q
USC00357169         169S
USC00357208         156R
USC00357250         363S
USC00357277         172S
USC00357310         147S
USC00357331         179S
USC00357391         169R
USC00357466         362Q
USC00357554         480Q
USC00357631         614R
USC00357641         594R
USC00357675         254S
USC00357809         505Q
USC00357817         189S
USC00357823         364S
USC00357857         183Q
USC00357940         234C
USC00358029         180Q
USC00358095         399S
USC00358173         192S
USC00358182         404R
USC00358246         271Q
USC00358260         236C
USC00358407          94R
USC00358420         195R
USC00358466         512S
USC00358481         475R
USC00358494         627S
USC00358536         374S
USC00358726         271Q
USC00358746         295S
USC00358788         158R
USC00358797         151S
USC00358884         288S
USC00358997         352S
USC00359068         108S
USC00359083         334S
USC00359176         189R
USC00359316         253C
USC00359372         228S
USC00359390         132S
USC00359461         190S
USC00359588         539Q
USC00360022        1183S
USC00360132        1119Q
USC00360140        1139R
USC00360457        1264S
USC00360475        1098S
USC00360482        1303R
USC00360488        1341C
USC00360582        1321Q
USC00360656        1094C
USC00360785        1311R
USC00360861        1137S
USC00360867        1399S
USC00360868        1491S
USC00361004        1401R
USC00361073        1031R
USC00361080        1399R
USC00361087        1002R
USC00361139        1237S
USC00361212        1151S
USC00361350        1443S
USC00361354        1111S
USC00361362        1480Q
USC00361377        1072S
USC00361480        1234C
USC00361485        1457S
USC00361505        1268S
USC00361519        1288R
USC00361526        1426Q
USC00361534        1496R
USC00361591        1271S
USC00361705        1219S
USC00361726        1326S
USC00361737        1306R
